0.551473923,0.750
1.439637188,1.000
2.258730159,1.250
2.989569161,1.500
3.753333333,1.750
4.578752834,2.000
5.434195011,2.250
6.236712018,2.500
7.215600907,2.750
8.026258503,3.000
8.759183673,3.250
9.50276644,3.500
10.280634921,3.750
11.139773243,4.000
12.047573696,4.250
13.040136054,4.500
14.372857143,4.750
15.278730159,5.000
16.190113379,5.250
17.020226757,5.500
17.873106576,5.750
18.690498866,6.000
19.478707483,6.250
20.39292517,6.500
21.362358277,6.750
22.169251701,7.000
22.935510204,7.250
23.74292517,7.500
24.568253968,7.750
25.423945578,8.000
26.349206349,8.250
27.382131519,8.500
29.002154195,8.750
29.994376417,9.000
30.89244898,9.250
31.717777778,9.500
32.626439909,9.750
33.436734694,10.000
34.377573696,10.250
35.463786848,10.500
36.756575964,10.750
37.74984127,11.000
38.72755102,11.250
39.707959184,11.500
40.733605442,11.750
41.807528345,12.000
43.078820862,12.250
45.116371882,12.500
48.483265306,12.749
